skit,sakit,,,,"'/skit/',","'sakit',"
skitar,sekitar,,,,"'/skitar/',","'sekitar',"
skitaran,sekitaran,,,,"'/skitaran/',","'sekitaran',"
sklh,sekolah,,,,"'/sklh/',","'sekolah',"
skola,sekolah,,,,"'/skola/',","'sekolah',"
skolah,sekolah,,,,"'/skolah/',","'sekolah',"
skrg,sekarang,,,,"'/skrg/',","'sekarang',"
skrng,sekarang,,,,"'/skrng/',","'sekarang',"
slahkn,silahkan,,,,"'/slahkn/',","'silahkan',"
slain,selain,,,,"'/slain/',","'selain',"
slalu,selalu,,,,"'/slalu/',","'selalu',"
slama,selama,,,,"'/slama/',","'selama',"
slamat,selamat,,,,"'/slamat/',","'selamat',"
slangkah,selangkah,,,,"'/slangkah/',","'selangkah',"
slanjut,selanjut,,,,"'/slanjut/',","'selanjut',"
slanjutnya,selanjutnya,,,,"'/slanjutnya/',","'selanjutnya',"
slesai,selesai,,,,"'/slesai/',","'selesai',"
slgkuh,selingkuh,,,,"'/slgkuh/',","'selingkuh',"
slh,salah,,,,"'/slh/',","'salah',"
slhkan,silahkan,,,,"'/slhkan/',","'silahkan',"
slhkn,silahkan,,,,"'/slhkn/',","'silahkan',"
slmat,selamat,,,,"'/slmat/',","'selamat',"
slmt,selamat,,,,"'/slmt/',","'selamat',"
slow,santai,,,,"'/slow/',","'santai',"
slrh,seluruh,,,,"'/slrh/',","'seluruh',"
slruh,seluruh,,,,"'/slruh/',","'seluruh',"
slsai,selesai,,,,"'/slsai/',","'selesai',"
slse,selesai,,,,"'/slse/',","'selesai',"
slu,selalu,,,,"'/slu/',","'selalu',"
sm,sama,,,,"'/sm/',","'sama',"
smbg,sombong,,,,"'/smbg/',","'sombong',"
smbhyg,sembahyang,,,,"'/smbhyg/',","'sembahyang',"
smbil,sambil,,,,"'/smbil/',","'sambil',"
smbl,sambil,,,,"'/smbl/',","'sambil',"
smbong,sombong,,,,"'/smbong/',","'sombong',"
smbuh,sembuh,,,,"'/smbuh/',","'sembuh',"
smbung,sambung,,,,"'/smbung/',","'sambung',"
smcam,semacam,,,,"'/smcam/',","'semacam',"
smcm,semacam,,,,"'/smcm/',","'semacam',"
smg,semoga,,,,"'/smg/',","'semoga',"
smga,semoga,,,,"'/smga/',","'semoga',"
smgat,semangat,,,,"'/smgat/',","'semangat',"
smgt,semangat,,,,"'/smgt/',","'semangat',"
smingu,seminggu,,,,"'/smingu/',","'seminggu',"
smlem,semalam,,,,"'/smlem/',","'semalam',"
smlm,semalam,,,,"'/smlm/',","'semalam',"
smoga,semoga,,,,"'/smoga/',","'semoga',"
smpah,sumpah,,,,"'/smpah/',","'sumpah',"
smpai,sampai,,,,"'/smpai/',","'sampai',"
smpaikn,sampaikan,,,,"'/smpaikn/',","'sampaikan',"
smpati,simpati,,,,"'/smpati/',","'simpati',"
smpe,sampai,,,,"'/smpe/',","'sampai',"
smph,sumpah,,,,"'/smph/',","'sumpah',"
smpi,sampai,,,,"'/smpi/',","'sampai',"
smpingan,sampingan,,,,"'/smpingan/',","'sampingan',"
smpurna,sempurna,,,,"'/smpurna/',","'sempurna',"
smtr,semester,,,,"'/smtr/',","'semester',"
smua,semua,,,,"'/smua/',","'semua',"
smw,semua,,,,"'/smw/',","'semua',"
smwa,semua,,,,"'/smwa/',","'semua',"
sna,sana,,,,"'/sna/',","'sana',"
sndiri,sendiri,,,,"'/sndiri/',","'sendiri',"
sndirian,sendirian,,,,"'/sndirian/',","'sendirian',"
sndr,sendiri,,,,"'/sndr/',","'sendiri',"
snen,senin,,,,"'/snen/',","'senin',"
sneng,senang,,,,"'/sneng/',","'senang',"
sng,senang,,,,"'/sng/',","'senang',"
sngaja,sengaja,,,,"'/sngaja/',","'sengaja',"
sngat,sangat,,,,"'/sngat/',","'sangat',"
sngj,sengaja,,,,"'/sngj/',","'sengaja',"
sngt,sangat,,,,"'/sngt/',","'sangat',"
snguh,sungguh,,,,"'/snguh/',","'sungguh',"
snilai,senilai,,,,"'/snilai/',","'senilai',"
so,jadi,,,,"'/so/',","'jadi',"
sodara,saudara,,,,"'/sodara/',","'saudara',"
sodaraan,bersaudara,,,,"'/sodaraan/',","'bersaudara',"
sodaramu,saudaramu,,,,"'/sodaramu/',","'saudaramu',"
sodaran,bersaudara,,,,"'/sodaran/',","'bersaudara',"
sodarany,saudaranya,,,,"'/sodarany/',","'saudaranya',"
solat,salat,,,,"'/solat/',","'salat',"
sory,maaf,,,,"'/sory/',","'maaf',"
spnjag,sepanjang,,,,"'/spnjag/',","'sepanjang',"
sprt,seperti,,,,"'/sprt/',","'seperti',"
sprti,seperti,,,,"'/sprti/',","'seperti',"
sprtinya,sepertinya,,,,"'/sprtinya/',","'sepertinya',"
spt,seperti,,,,"'/spt/',","'seperti',"
spti,seperti,,,,"'/spti/',","'seperti',"
sptny,sepertinya,,,,"'/sptny/',","'sepertinya',"
sptnya,sepertinya,,,,"'/sptnya/',","'sepertinya',"
spu2,sepupu,,,,"'/spu2/',","'sepupu',"
spupu,sepupu,,,,"'/spupu/',","'sepupu',"
sputar,seputar,,,,"'/sputar/',","'seputar',"
spy,supaya,,,,"'/spy/',","'supaya',"
spya,supaya,,,,"'/spya/',","'supaya',"
srapan,sarapan,,,,"'/srapan/',","'sarapan',"
sratus,seratus,,,,"'/sratus/',","'seratus',"
srg,sering,,,,"'/srg/',","'sering',"
sribu,seribu,,,,"'/sribu/',","'seribu',"
sring,sering,,,,"'/sring/',","'sering',"
srius,serius,,,,"'/srius/',","'serius',"
sruh,suruh,,,,"'/sruh/',","'suruh',"
srvcnya,servisnya,,,,"'/srvcnya/',","'servisnya',"
srvice,servis,,,,"'/srvice/',","'servis',"
standard,standar,,,,"'/standard/',","'standar',"
statement,kalimat,,,,"'/statement/',","'kalimat',"
stdy,studi,,,,"'/stdy/',","'studi',"
stengah,setengah,,,,"'/stengah/',","'setengah',"
stgah,setengah,,,,"'/stgah/',","'setengah',"
stgh,setengah,,,,"'/stgh/',","'setengah',"
stia,setia,,,,"'/stia/',","'setia',"
stiap,setiap,,,,"'/stiap/',","'setiap',"
sticker,stiker,,,,"'/sticker/',","'stiker',"
still,masih,,,,"'/still/',","'masih',"
stingi,setinggi,,,,"'/stingi/',","'setinggi',"
stlah,setelah,,,,"'/stlah/',","'setelah',"
stlh,setelah,,,,"'/stlh/',","'setelah',"
stngah,setengah,,,,"'/stngah/',","'setengah',"
stngh,setengah,,,,"'/stngh/',","'setengah',"
stock,persediaan,,,,"'/stock/',","'persediaan',"
stuju,setuju,,,,"'/stuju/',","'setuju',"
stupid,bodoh,,,,"'/stupid/',","'bodoh',"
subjec,subjek,,,,"'/subjec/',","'subjek',"
subject,subjek,,,,"'/subject/',","'subjek',"
sulsel,sulawesi selatan,,,,"'/sulsel/',","'sulawesi selatan',"
sumpeh,sumpah,,,,"'/sumpeh/',","'sumpah',"
sumph,sumpah,,,,"'/sumph/',","'sumpah',"
sunguh,sungguh,,,,"'/sunguh/',","'sungguh',"
sunguh-sunguh,sungguh-sungguh,,,,"'/sunguh-sunguh/',","'sungguh-sungguh',"
sunguh2,sungguh-sungguh,,,,"'/sunguh2/',","'sungguh-sungguh',"
sunguhan,sungguhan,,,,"'/sunguhan/',","'sungguhan',"
swt,subhanahu wata'ala,,,,"'/swt/',","'subhanahu wata'ala',"
sy,saya,,,,"'/sy/',","'saya',"
sya,saya,,,,"'/sya/',","'saya',"
syg,sayang,,,,"'/syg/',","'sayang',"
syp,siapa,,,,"'/syp/',","'siapa',"
sypa,siapa,,,,"'/sypa/',","'siapa',"
syudah,sudah,,,,"'/syudah/',","'sudah',"
syukr,terimakasih,,,,"'/syukr/',","'terimakasih',"
syukron,terimakasih,,,,"'/syukron/',","'terimakasih',"
tahzan,bersedih,,,,"'/tahzan/',","'bersedih',"
tajir,kaya,,,,"'/tajir/',","'kaya',"
tak,tidak,,,,"'/tak/',","'tidak',"
takada,tidak ada,,,,"'/takada/',","'tidak ada',"
takan,tidak akan,,,,"'/takan/',","'tidak akan',"
takboleh,tidak boleh,,,,"'/takboleh/',","'tidak boleh',"
takda,tidak ada,,,,"'/takda/',","'tidak ada',"
takdapat,tidak dapat,,,,"'/takdapat/',","'tidak dapat',"
takde,tidak ada,,,,"'/takde/',","'tidak ada',"
takdo,tidak ada,,,,"'/takdo/',","'tidak ada',"
takeabath,mandi,,,,"'/takeabath/',","'mandi',"
takjugak,tidak juga,,,,"'/takjugak/',","'tidak juga',"
takkan,tidak akan,,,,"'/takkan/',","'tidak akan',"
takleh,tidak boleh,,,,"'/takleh/',","'tidak boleh',"
taklukan,taklukkan,,,,"'/taklukan/',","'taklukkan',"
takmau,tidak mau,,,,"'/takmau/',","'tidak mau',"
takmintak,saya minta,,,,"'/takmintak/',","'saya minta',"
taknak,tidak enak,,,,"'/taknak/',","'tidak enak',"
taknampak,tidak nampak,,,,"'/taknampak/',","'tidak nampak',"
takok,tanya,,,,"'/takok/',","'tanya',"
takon,tanya,,,,"'/takon/',","'tanya',"
takpa,tidak apa-apa,,,,"'/takpa/',","'tidak apa-apa',"
takpe,tidak apa-apa,,,,"'/takpe/',","'tidak apa-apa',"
taksuka,tidak suka,,,,"'/taksuka/',","'tidak suka',"
taktau,tidak tau,,,,"'/taktau/',","'tidak tau',"
tanggalny,tanggalnya,,,,"'/tanggalny/',","'tanggalnya',"
tanggane,tetangganya,,,,"'/tanggane/',","'tetangganya',"
tangi,bangun,,,,"'/tangi/',","'bangun',"
tangkep,tangkap,,,,"'/tangkep/',","'tangkap',"
tangkiny,tangkinya,,,,"'/tangkiny/',","'tangkinya',"
tanguh,tangguh,,,,"'/tanguh/',","'tangguh',"
tangung,tanggung,,,,"'/tangung/',","'tanggung',"
tanks,terimakasih,,,,"'/tanks/',","'terimakasih',"
tanye,tanya,,,,"'/tanye/',","'tanya',"
tar,nanti,,,,"'/tar/',","'nanti',"
tasih,masih,,,,"'/tasih/',","'masih',"
taudah,tau dah,,,,"'/taudah/',","'tau dah',"
taudeh,tau dah,,,,"'/taudeh/',","'tau dah',"
taugak,tau tidak,,,,"'/taugak/',","'tau tidak',"
taun,tahun,,,,"'/taun/',","'tahun',"
taunan,tahunan,,,,"'/taunan/',","'tahunan',"
taunih,tau nih,,,,"'/taunih/',","'tau nih',"
tauny,taunya,,,,"'/tauny/',","'taunya',"
td,tadi,,,,"'/td/',","'tadi',"
tdaftar,terdaftar,,,,"'/tdaftar/',","'terdaftar',"
tdak,tidak,,,,"'/tdak/',","'tidak',"
tdi,tadi,,,,"'/tdi/',","'tadi',"
tdiny,tadinya,,,,"'/tdiny/',","'tadinya',"
tdinya,tadinya,,,,"'/tdinya/',","'tadinya',"
tdk,tidak,,,,"'/tdk/',","'tidak',"
tebakar,terbakar,,,,"'/tebakar/',","'terbakar',"
tebel,tebal,,,,"'/tebel/',","'tebal',"
tebengkalai,terbengkalai,,,,"'/tebengkalai/',","'terbengkalai',"
tegoran,teguran,,,,"'/tegoran/',","'teguran',"
tejual,terjual,,,,"'/tejual/',","'terjual',"
tekape,tempat kejadian perkara,,,,"'/tekape/',","'tempat kejadian perkara',"
tekok,tanya,,,,"'/tekok/',","'tanya',"
tekon,tanya,,,,"'/tekon/',","'tanya',"
telfon,telepon,,,,"'/telfon/',","'telepon',"
telimakacih,terimakasih,,,,"'/telimakacih/',","'terimakasih',"
telp,telepon,,,,"'/telp/',","'telepon',"
telpon,telepon,,,,"'/telpon/',","'telepon',"
telu,tiga,,,,"'/telu/',","'tiga',"
temn,teman,,,,"'/temn/',","'teman',"
tenks,terimakasih,,,,"'/tenks/',","'terimakasih',"
tenkyu,terimakasih,,,,"'/tenkyu/',","'terimakasih',"
tentuin,tentukan,,,,"'/tentuin/',","'tentukan',"
terbnyak,terbanyak,,,,"'/terbnyak/',","'terbanyak',"
tereak,teriak,,,,"'/tereak/',","'teriak',"
terpangang,terpanggang,,,,"'/terpangang/',","'terpanggang',"
tetep,tetap,,,,"'/tetep/',","'tetap',"
teteup,tetap,,,,"'/teteup/',","'tetap',"
teu,tidak,,,,"'/teu/',","'tidak',"
tga,tega,,,,"'/tga/',","'tega',"
tgah,tengah,,,,"'/tgah/',","'tengah',"
tgantung,tergantung,,,,"'/tgantung/',","'tergantung',"
tggal,tanggal,,,,"'/tggal/',","'tanggal',"
tggalan,tanggalan,,,,"'/tggalan/',","'tanggalan',"
tggi,tinggi,,,,"'/tggi/',","'tinggi',"
tggl,tanggal,,,,"'/tggl/',","'tanggal',"
tggu,tunggu,,,,"'/tggu/',","'tunggu',"
tgihan,tagihan,,,,"'/tgihan/',","'tagihan',"
tgjawab,tanggungjawab,,,,"'/tgjawab/',","'tanggungjawab',"
tgkat,tingkat,,,,"'/tgkat/',","'tingkat',"
tgl,tanggal,,,,"'/tgl/',","'tanggal',"
tgn,tangan,,,,"'/tgn/',","'tangan',"
tgs,tugas,,,,"'/tgs/',","'tugas',"
thanks,terimakasih,,,,"'/thanks/',","'terimakasih',"
thanx,terimakasih,,,,"'/thanx/',","'terimakasih',"
they,mereka,,,,"'/they/',","'mereka',"
thn,tahun,,,,"'/thn/',","'tahun',"
thx,terimakasih,,,,"'/thx/',","'terimakasih',"
tidor,tidur,,,,"'/tidor/',","'tidur',"
tiker,tikar,,,,"'/tiker/',","'tikar',"
time,waktu,,,,"'/time/',","'waktu',"
timnas,tim nasional,,,,"'/timnas/',","'tim nasional',"
tingal,tinggal,,,,"'/tingal/',","'tinggal',"
tingalen,tinggalkan saja,,,,"'/tingalen/',","'tinggalkan saja',"
tingalin,tinggalkan,,,,"'/tingalin/',","'tinggalkan',"
tinggl,tinggal,,,,"'/tinggl/',","'tinggal',"
tingi,tinggi,,,,"'/tingi/',","'tinggi',"
tjawab,terjawab,,,,"'/tjawab/',","'terjawab',"
tjd,terjadi,,,,"'/tjd/',","'terjadi',"
tkejut,terkejut,,,,"'/tkejut/',","'terkejut',"
tkg,tukang,,,,"'/tkg/',","'tukang',"
tki,tenaga kerja idonesia,,,,"'/tki/',","'tenaga kerja idonesia',"
tkp,tempat kejadian perkara,,,,"'/tkp/',","'tempat kejadian perkara',"
tkpaham,tidak paham,,,,"'/tkpaham/',","'tidak paham',"
tkpe,tempat kejadian perkara,,,,"'/tkpe/',","'tempat kejadian perkara',"
tks,terimakasih,,,,"'/tks/',","'terimakasih',"
tku,beli,,,,"'/tku/',","'beli',"
tkut,takut,,,,"'/tkut/',","'takut',"
tkutnya,takutnya,,,,"'/tkutnya/',","'takutnya',"
tlah,telah,,,,"'/tlah/',","'telah',"
tlanjur,terlanjur,,,,"'/tlanjur/',","'terlanjur',"
tlf,telepon,,,,"'/tlf/',","'telepon',"
tlg,tolong,,,,"'/tlg/',","'tolong',"
tlh,telah,,,,"'/tlh/',","'telah',"
tlng,tolong,,,,"'/tlng/',","'tolong',"
tlong,tolong,,,,"'/tlong/',","'tolong',"
tlor,telor,,,,"'/tlor/',","'telor',"
tlp,telepon,,,,"'/tlp/',","'telepon',"
tlpn,telepon,,,,"'/tlpn/',","'telepon',"
tlpnan,teleponan,,,,"'/tlpnan/',","'teleponan',"
tman,teman,,,,"'/tman/',","'teman',"
tmbah,tambah,,,,"'/tmbah/',","'tambah',"
tmben,tumben,,,,"'/tmben/',","'tumben',"
tmbh,tambah,,,,"'/tmbh/',","'tambah',"
tmbhan,tambahan,,,,"'/tmbhan/',","'tambahan',"
tmbhn,tambahan,,,,"'/tmbhn/',","'tambahan',"
tmen,teman,,,,"'/tmen/',","'teman',"
tmenan,berteman,,,,"'/tmenan/',","'berteman',"
tmenya,temannya,,,,"'/tmenya/',","'temannya',"
tmn,teman,,,,"'/tmn/',","'teman',"
tmnin,temani,,,,"'/tmnin/',","'temani',"
tmnny,temannya,,,,"'/tmnny/',","'temannya',"
tmnnya,temannya,,,,"'/tmnnya/',","'temannya',"
tmpat,tempat,,,,"'/tmpat/',","'tempat',"
tmpat2,tempat-tempat,,,,"'/tmpat2/',","'tempat-tempat',"
tmpatny,tempatnya,,,,"'/tmpatny/',","'tempatnya',"
tmpt,tempat,,,,"'/tmpt/',","'tempat',"
tmsk,termasuk,,,,"'/tmsk/',","'termasuk',"
tmt,tamat,,,,"'/tmt/',","'tamat',"
tmu,temu,,,,"'/tmu/',","'temu',"
tmukn,temukan,,,,"'/tmukn/',","'temukan',"
tnang,tenang,,,,"'/tnang/',","'tenang',"
tndk,tindak,,,,"'/tndk/',","'tindak',"
tndng,tanding,,,,"'/tndng/',","'tanding',"
tng,tenang,,,,"'/tng/',","'tenang',"
tngah,tengah,,,,"'/tngah/',","'tengah',"
tngal,tinggal,,,,"'/tngal/',","'tinggal',"
tngerang,tangerang,,,,"'/tngerang/',","'tangerang',"
tnggal,tinggal,,,,"'/tnggal/',","'tinggal',"
tnggi,tinggi,,,,"'/tnggi/',","'tinggi',"
tnggl,tinggal,,,,"'/tnggl/',","'tinggal',"
tnggu,tunggu,,,,"'/tnggu/',","'tunggu',"
tnggung,tanggung,,,,"'/tnggung/',","'tanggung',"
tngh,tengah,,,,"'/tngh/',","'tengah',"
tngi,tinggi,,,,"'/tngi/',","'tinggi',"
tngkap,tangkap,,,,"'/tngkap/',","'tangkap',"
tngkrongan,tongkrongan,,,,"'/tngkrongan/',","'tongkrongan',"
tngl,tinggal,,,,"'/tngl/',","'tinggal',"
tngn,tangan,,,,"'/tngn/',","'tangan',"
tngrng,tangerang,,,,"'/tngrng/',","'tangerang',"
tngu,tunggu,,,,"'/tngu/',","'tunggu',"
tnp,tanpa,,,,"'/tnp/',","'tanpa',"
tnpa,tanpa,,,,"'/tnpa/',","'tanpa',"
tntu,tentu,,,,"'/tntu/',","'tentu',"
tny,tanya,,,,"'/tny/',","'tanya',"
tnya,tanya,,,,"'/tnya/',","'tanya',"
tnyaen,tanyakan,,,,"'/tnyaen/',","'tanyakan',"
tnye,tanya,,,,"'/tnye/',","'tanya',"
tnykan,tanyakan,,,,"'/tnykan/',","'tanyakan',"
tnyt,ternyata,,,,"'/tnyt/',","'ternyata',"
to,untuk,,,,"'/to/',","'untuk',"
today,hari ini,,,,"'/today/',","'hari ini',"
tonight,malam ini,,,,"'/tonight/',","'malam ini',"
tp,tetapi,,,,"'/tp/',","'tetapi',"
tpi,tapi,,,,"'/tpi/',","'tapi',"
tpt,tepat,,,,"'/tpt/',","'tepat',"
tq,terimakasih,,,,"'/tq/',","'terimakasih',"
trbaik,terbaik,,,,"'/trbaik/',","'terbaik',"
trbang,terbang,,,,"'/trbang/',","'terbang',"
trbaru,terbaru,,,,"'/trbaru/',","'terbaru',"
trbng,terbang,,,,"'/trbng/',","'terbang',"
trbntuk,terbentuk,,,,"'/trbntuk/',","'terbentuk',"
trbnyk,terbanyak,,,,"'/trbnyk/',","'terbanyak',"
trbuat,terbuat,,,,"'/trbuat/',","'terbuat',"
trcela,tercela,,,,"'/trcela/',","'tercela',"
tresno,suka,,,,"'/tresno/',","'suka',"
trf,tarif,,,,"'/trf/',","'tarif',"
trget,target,,,,"'/trget/',","'target',"
trgntung,tergantung,,,,"'/trgntung/',","'tergantung',"
trguling,terguling,,,,"'/trguling/',","'terguling',"
trhambat,terhambat,,,,"'/trhambat/',","'terhambat',"
trhormat,terhormat,,,,"'/trhormat/',","'terhormat',"
trhrmat,terhormat,,,,"'/trhrmat/',","'terhormat',"
triak,teriak,,,,"'/triak/',","'teriak',"
trjd,terjadi,,,,"'/trjd/',","'terjadi',"
trjual,terjual,,,,"'/trjual/',","'terjual',"
trkait,terkait,,,,"'/trkait/',","'terkait',"
trkenal,terkenal,,,,"'/trkenal/',","'terkenal',"
trkhir,terakhir,,,,"'/trkhir/',","'terakhir',"
trktir,traktir,,,,"'/trktir/',","'traktir',"
trlalu,terlalu,,,,"'/trlalu/',","'terlalu',"
trlanjur,terlanjur,,,,"'/trlanjur/',","'terlanjur',"
trlihat,terlihat,,,,"'/trlihat/',","'terlihat',"
trllu,terlalu,,,,"'/trllu/',","'terlalu',"
trlu,terlalu,,,,"'/trlu/',","'terlalu',"
trm,terima,,,,"'/trm/',","'terima',"
trmasuk,termasuk,,,,"'/trmasuk/',","'termasuk',"
trminal,terminal,,,,"'/trminal/',","'terminal',"
trminat,terminat,,,,"'/trminat/',","'terminat',"
trmksi,terimakasih,,,,"'/trmksi/',","'terimakasih',"
trmsk,termasuk,,,,"'/trmsk/',","'termasuk',"
trnsaksi,transaksi,,,,"'/trnsaksi/',","'transaksi',"
trnsksi,transaksi,,,,"'/trnsksi/',","'transaksi',"
trnyata,ternyata,,,,"'/trnyata/',","'ternyata',"
trnyt,ternyata,,,,"'/trnyt/',","'ternyata',"
trptong,terpotong,,,,"'/trptong/',","'terpotong',"
trpuji,terpuji,,,,"'/trpuji/',","'terpuji',"
trs,terus,,,,"'/trs/',","'terus',"
trserah,terserah,,,,"'/trserah/',","'terserah',"
trtentu,tertentu,,,,"'/trtentu/',","'tertentu',"
TRUE,benar,,,,"'/TRUE/',","'benar',"
trus,terus,,,,"'/trus/',","'terus',"
trust,terpercaya,,,,"'/trust/',","'terpercaya',"
trutama,terutama,,,,"'/trutama/',","'terutama',"
truth,kebenaran,,,,"'/truth/',","'kebenaran',"
try,mencoba,,,,"'/try/',","'mencoba',"
trz,terus,,,,"'/trz/',","'terus',"
tsb,tersebut,,,,"'/tsb/',","'tersebut',"
ttap,tetap,,,,"'/ttap/',","'tetap',"
ttapi,tetapi,,,,"'/ttapi/',","'tetapi',"
ttd,tanda tangan,,,,"'/ttd/',","'tanda tangan',"
ttng,tentang,,,,"'/ttng/',","'tentang',"
ttpi,tetapi,,,,"'/ttpi/',","'tetapi',"
ttwa,tertawa,,,,"'/ttwa/',","'tertawa',"
tu,itu,,,,"'/tu/',","'itu',"
tuiter,twitter,,,,"'/tuiter/',","'twitter',"
tuiteran,twitteran,,,,"'/tuiteran/',","'twitteran',"
tuiterku,twitterku,,,,"'/tuiterku/',","'twitterku',"
tuker,tukar,,,,"'/tuker/',","'tukar',"
tukeran,bertukar,,,,"'/tukeran/',","'bertukar',"
tukoke,belikan,,,,"'/tukoke/',","'belikan',"
tukokne,belikan,,,,"'/tukokne/',","'belikan',"
tukokno,belikan,,,,"'/tukokno/',","'belikan',"
tukr,tukar,,,,"'/tukr/',","'tukar',"
tuku,beli,,,,"'/tuku/',","'beli',"
tukuen,beli saja,,,,"'/tukuen/',","'beli saja',"
tungu,tunggu,,,,"'/tungu/',","'tunggu',"
tungulah,tunggulah,,,,"'/tungulah/',","'tunggulah',"
tunjukan,tunjukkan,,,,"'/tunjukan/',","'tunjukkan',"
tunjukin,tunjukkan,,,,"'/tunjukin/',","'tunjukkan',"
turu,tidur,,,,"'/turu/',","'tidur',"
tv,televisi,,,,"'/tv/',","'televisi',"
twet,tweet,,,,"'/twet/',","'tweet',"
twit,tweet,,,,"'/twit/',","'tweet',"
twiter,twitter,,,,"'/twiter/',","'twitter',"
twiteran,twitteran,,,,"'/twiteran/',","'twitteran',"
u,kamu,,,,"'/u/',","'kamu',"
u/,untuk,,,,"'/u//',","'untuk',"
ud,sudah,,,,"'/ud/',","'sudah',"
uda,sudah,,,,"'/uda/',","'sudah',"
udah,sudah,,,,"'/udah/',","'sudah',"
ude,sudah,,,,"'/ude/',","'sudah',"
udeh,sudah,,,,"'/udeh/',","'sudah',"
udh,sudah,,,,"'/udh/',","'sudah',"
uga,tidak,,,,"'/uga/',","'tidak',"
ugak,tidak,,,,"'/ugak/',","'tidak',"
ujan,hujan,,,,"'/ujan/',","'hujan',"
uke,oke,,,,"'/uke/',","'oke',"
ulngn,ulangan,,,,"'/ulngn/',","'ulangan',"
ultah,ulang tahun,,,,"'/ultah/',","'ulang tahun',"
ulth,ulang tahun,,,,"'/ulth/',","'ulang tahun',"
uncle,paman,,,,"'/uncle/',","'paman',"
unyu,lucu,,,,"'/unyu/',","'lucu',"
unyukan,lucukan,,,,"'/unyukan/',","'lucukan',"
utamain,utamakan,,,,"'/utamain/',","'utamakan',"
utk,untuk,,,,"'/utk/',","'untuk',"
vacation,liburan,,,,"'/vacation/',","'liburan',"
vidio,video,,,,"'/vidio/',","'video',"
w,saya,,,,"'/w/',","'saya',"
wadh,aduh,,,,"'/wadh/',","'aduh',"
wadoh,aduh,,,,"'/wadoh/',","'aduh',"
wadon,perempuan,,,,"'/wadon/',","'perempuan',"
wadu,aduh,,,,"'/wadu/',","'aduh',"
waduh,aduh,,,,"'/waduh/',","'aduh',"
wae,saja,,,,"'/wae/',","'saja',"
wagub,wakil gubernur,,,,"'/wagub/',","'wakil gubernur',"
wait,tunggu,,,,"'/wait/',","'tunggu',"
walaupn,walaupun,,,,"'/walaupn/',","'walaupun',"
want,ingin,,,,"'/want/',","'ingin',"
wareg,kenyang,,,,"'/wareg/',","'kenyang',"
warkop,warung kopi,,,,"'/warkop/',","'warung kopi',"
warteg,warung tegal,,,,"'/warteg/',","'warung tegal',"
wat,untuk,,,,"'/wat/',","'untuk',"
web,situs,,,,"'/web/',","'situs',"
website,situs,,,,"'/website/',","'situs',"
wedok,perempuan,,,,"'/wedok/',","'perempuan',"
wekday,weekday,,,,"'/wekday/',","'weekday',"
wekeend,akhir pekan,,,,"'/wekeend/',","'akhir pekan',"
wekend,akhir pekan,,,,"'/wekend/',","'akhir pekan',"
wes,sudah,,,,"'/wes/',","'sudah',"
what,apa,,,,"'/what/',","'apa',"
when,kapan,,,,"'/when/',","'kapan',"
where,dimana,,,,"'/where/',","'dimana',"
while,ketika,,,,"'/while/',","'ketika',"
why,kenapa,,,,"'/why/',","'kenapa',"
win,menang,,,,"'/win/',","'menang',"
wis,sudah,,,,"'/wis/',","'sudah',"
wkt,waktu,,,,"'/wkt/',","'waktu',"
wktu,waktu,,,,"'/wktu/',","'waktu',"
wktuny,waktunya,,,,"'/wktuny/',","'waktunya',"
wktunya,waktunya,,,,"'/wktunya/',","'waktunya',"
wnita,wanita,,,,"'/wnita/',","'wanita',"
woman,wanita,,,,"'/woman/',","'wanita',"
women,wanita,,,,"'/women/',","'wanita',"
wonten,ada,,,,"'/wonten/',","'ada',"
wontene,yang ada,,,,"'/wontene/',","'yang ada',"
words,kata,,,,"'/words/',","'kata',"
work,bekerja,,,,"'/work/',","'bekerja',"
world,dunia,,,,"'/world/',","'dunia',"
wrn,warna,,,,"'/wrn/',","'warna',"
wrna,warna,,,,"'/wrna/',","'warna',"
wtf,bangsat,,,,"'/wtf/',","'bangsat',"
wuedan,edan,,,,"'/wuedan/',","'edan',"
yaolo,ya allah,,,,"'/yaolo/',","'ya allah',"
yaoloh,ya allah,,,,"'/yaoloh/',","'ya allah',"
yaowoh,ya allah,,,,"'/yaowoh/',","'ya allah',"
yaud,ya sudah,,,,"'/yaud/',","'ya sudah',"
yauda,ya sudah,,,,"'/yauda/',","'ya sudah',"
yaudah,ya sudah,,,,"'/yaudah/',","'ya sudah',"
yaude,ya sudah,,,,"'/yaude/',","'ya sudah',"
yaudeh,ya sudah,,,,"'/yaudeh/',","'ya sudah',"
yaudh,ya sudah,,,,"'/yaudh/',","'ya sudah',"
yawdah,ya sudah,,,,"'/yawdah/',","'ya sudah',"
yawes,ya sudah,,,,"'/yawes/',","'ya sudah',"
yaweslah,ya sudahlah,,,,"'/yaweslah/',","'ya sudahlah',"
yawlloh,ya allah,,,,"'/yawlloh/',","'ya allah',"
yawloh,ya allah,,,,"'/yawloh/',","'ya allah',"
yawoh,ya allah,,,,"'/yawoh/',","'ya allah',"
ydh,ya sudah,,,,"'/ydh/',","'ya sudah',"
year,tahun,,,,"'/year/',","'tahun',"
yearbok,buku tahunan,,,,"'/yearbok/',","'buku tahunan',"
yearbook,buku tahunan,,,,"'/yearbook/',","'buku tahunan',"
yegak,iya tidak,,,,"'/yegak/',","'iya tidak',"
